time,mode,mode_name,ok,sign,exp,denorm,nan,inf,range,error
2515000,2,alldenorm,1,1,0,1,0,0,1,0
2517000,2,alldenorm,1,1,0,1,0,0,1,0
2519000,2,alldenorm,1,1,0,1,0,0,1,0
2521000,2,alldenorm,1,0,0,1,0,0,1,0
2523000,2,alldenorm,1,0,0,1,0,0,1,0
2525000,2,alldenorm,1,1,0,1,0,0,1,0
2527000,2,alldenorm,1,1,0,1,0,0,1,0
2529000,2,alldenorm,1,1,0,1,0,0,1,0
2531000,2,alldenorm,1,0,0,1,0,0,1,0
2533000,2,alldenorm,1,0,0,1,0,0,1,0
2535000,2,alldenorm,1,1,0,1,0,0,1,0
2537000,2,alldenorm,1,0,0,1,0,0,1,0
2539000,2,alldenorm,1,1,0,1,0,0,1,0
2541000,2,alldenorm,1,1,0,1,0,0,1,0
2543000,2,alldenorm,1,1,0,1,0,0,1,0
2545000,2,alldenorm,1,1,0,1,0,0,1,0
2547000,2,alldenorm,1,1,0,1,0,0,1,0
2549000,2,alldenorm,1,0,0,1,0,0,1,0
2551000,2,alldenorm,1,1,0,1,0,0,1,0
2553000,2,alldenorm,1,0,0,1,0,0,1,0
2555000,2,alldenorm,1,1,0,1,0,0,1,0
2557000,2,alldenorm,1,1,0,1,0,0,1,0
2559000,2,alldenorm,1,1,0,1,0,0,1,0
2561000,2,alldenorm,1,1,0,1,0,0,1,0
2563000,2,alldenorm,1,1,0,1,0,0,1,0
2565000,2,alldenorm,1,0,0,1,0,0,1,0
2567000,2,alldenorm,1,0,0,1,0,0,1,0
2569000,2,alldenorm,1,1,0,1,0,0,1,0
2571000,2,alldenorm,1,0,0,1,0,0,1,0
2573000,2,alldenorm,1,1,0,1,0,0,1,0
2575000,2,alldenorm,1,1,0,1,0,0,1,0
2577000,2,alldenorm,1,1,0,1,0,0,1,0
2579000,2,alldenorm,1,0,0,1,0,0,1,0
2581000,2,alldenorm,1,1,0,1,0,0,1,0
2583000,2,alldenorm,1,1,0,1,0,0,1,0
2585000,2,alldenorm,1,1,0,1,0,0,1,0
2587000,2,alldenorm,1,0,0,1,0,0,1,0
2589000,2,alldenorm,1,1,0,1,0,0,1,0
2591000,2,alldenorm,1,0,0,1,0,0,1,0
2593000,2,alldenorm,1,1,0,1,0,0,1,0
2595000,2,alldenorm,1,0,0,1,0,0,1,0
2597000,2,alldenorm,1,0,0,1,0,0,1,0
2599000,2,alldenorm,1,0,0,1,0,0,1,0
2601000,2,alldenorm,1,0,0,1,0,0,1,0
2603000,2,alldenorm,1,1,0,1,0,0,1,0
2605000,2,alldenorm,1,1,0,1,0,0,1,0
2607000,2,alldenorm,1,0,0,1,0,0,1,0
2609000,2,alldenorm,1,1,0,1,0,0,1,0
2611000,2,alldenorm,1,1,0,1,0,0,1,0
2613000,2,alldenorm,1,1,0,1,0,0,1,0
2615000,2,alldenorm,1,1,0,1,0,0,1,0
2617000,2,alldenorm,1,1,0,1,0,0,1,0
2619000,2,alldenorm,1,0,0,1,0,0,1,0
2621000,2,alldenorm,1,1,0,1,0,0,1,0
2623000,2,alldenorm,1,0,0,1,0,0,1,0
2625000,2,alldenorm,1,0,0,1,0,0,1,0
2627000,2,alldenorm,1,1,0,1,0,0,1,0
2629000,2,alldenorm,1,1,0,1,0,0,1,0
2631000,2,alldenorm,1,0,0,1,0,0,1,0
2633000,2,alldenorm,1,0,0,1,0,0,1,0
2635000,2,alldenorm,1,1,0,1,0,0,1,0
2637000,2,alldenorm,1,0,0,1,0,0,1,0
2639000,2,alldenorm,1,0,0,1,0,0,1,0
2641000,2,alldenorm,1,1,0,1,0,0,1,0
2643000,2,alldenorm,1,0,0,1,0,0,1,0
2645000,2,alldenorm,1,1,0,1,0,0,1,0
2647000,2,alldenorm,1,1,0,1,0,0,1,0
2649000,2,alldenorm,1,1,0,1,0,0,1,0
2651000,2,alldenorm,1,0,0,1,0,0,1,0
2653000,2,alldenorm,1,0,0,1,0,0,1,0
2655000,2,alldenorm,1,1,0,1,0,0,1,0
2657000,2,alldenorm,1,0,0,1,0,0,1,0
2659000,2,alldenorm,1,1,0,1,0,0,1,0
2661000,2,alldenorm,1,0,0,1,0,0,1,0
2663000,2,alldenorm,1,1,0,1,0,0,1,0
2665000,2,alldenorm,1,0,0,1,0,0,1,0
2667000,2,alldenorm,1,0,0,1,0,0,1,0
2669000,2,alldenorm,1,0,0,1,0,0,1,0
2671000,2,alldenorm,1,0,0,1,0,0,1,0
2673000,2,alldenorm,1,0,0,1,0,0,1,0
2675000,2,alldenorm,1,1,0,1,0,0,1,0
2677000,2,alldenorm,1,1,0,1,0,0,1,0
2679000,2,alldenorm,1,0,0,1,0,0,1,0
2681000,2,alldenorm,1,0,0,1,0,0,1,0
2683000,2,alldenorm,1,1,0,1,0,0,1,0
2685000,2,alldenorm,1,0,0,1,0,0,1,0
2687000,2,alldenorm,1,1,0,1,0,0,1,0
2689000,2,alldenorm,1,0,0,1,0,0,1,0
2691000,2,alldenorm,1,0,0,1,0,0,1,0
2693000,2,alldenorm,1,1,0,1,0,0,1,0
2695000,2,alldenorm,1,0,0,1,0,0,1,0
2697000,2,alldenorm,1,0,0,1,0,0,1,0
2699000,2,alldenorm,1,1,0,1,0,0,1,0
2701000,2,alldenorm,1,0,0,1,0,0,1,0
2703000,2,alldenorm,1,1,0,1,0,0,1,0
2705000,2,alldenorm,1,0,0,1,0,0,1,0
2707000,2,alldenorm,1,1,0,1,0,0,1,0
2709000,2,alldenorm,1,0,0,1,0,0,1,0
2711000,2,alldenorm,1,0,0,1,0,0,1,0
2713000,2,alldenorm,1,0,0,1,0,0,1,0
2715000,2,alldenorm,1,0,0,1,0,0,1,0
2717000,2,alldenorm,1,1,0,1,0,0,1,0
2719000,2,alldenorm,1,0,0,1,0,0,1,0
2721000,2,alldenorm,1,1,0,1,0,0,1,0
2723000,2,alldenorm,1,1,0,1,0,0,1,0
2725000,2,alldenorm,1,1,0,1,0,0,1,0
2727000,2,alldenorm,1,1,0,1,0,0,1,0
2729000,2,alldenorm,1,1,0,1,0,0,1,0
2731000,2,alldenorm,1,0,0,1,0,0,1,0
2733000,2,alldenorm,1,0,0,1,0,0,1,0
2735000,2,alldenorm,1,0,0,1,0,0,1,0
2737000,2,alldenorm,1,0,0,1,0,0,1,0
2739000,2,alldenorm,1,1,0,1,0,0,1,0
2741000,2,alldenorm,1,0,0,1,0,0,1,0
2743000,2,alldenorm,1,0,0,1,0,0,1,0
2745000,2,alldenorm,1,0,0,1,0,0,1,0
2747000,2,alldenorm,1,0,0,1,0,0,1,0
2749000,2,alldenorm,1,1,0,1,0,0,1,0
2751000,2,alldenorm,1,0,0,1,0,0,1,0
2753000,2,alldenorm,1,1,0,1,0,0,1,0
2755000,2,alldenorm,1,0,0,1,0,0,1,0
2757000,2,alldenorm,1,0,0,1,0,0,1,0
2759000,2,alldenorm,1,0,0,1,0,0,1,0
2761000,2,alldenorm,1,0,0,1,0,0,1,0
2763000,2,alldenorm,1,0,0,1,0,0,1,0
2765000,2,alldenorm,1,1,0,1,0,0,1,0
2767000,2,alldenorm,1,0,0,1,0,0,1,0
2769000,2,alldenorm,1,1,0,1,0,0,1,0
2771000,2,alldenorm,1,1,0,1,0,0,1,0
2773000,2,alldenorm,1,1,0,1,0,0,1,0
2775000,2,alldenorm,1,0,0,1,0,0,1,0
2777000,2,alldenorm,1,0,0,1,0,0,1,0
2779000,2,alldenorm,1,0,0,1,0,0,1,0
2781000,2,alldenorm,1,0,0,1,0,0,1,0
2783000,2,alldenorm,1,0,0,1,0,0,1,0
2785000,2,alldenorm,1,1,0,1,0,0,1,0
2787000,2,alldenorm,1,1,0,1,0,0,1,0
2789000,2,alldenorm,1,1,0,1,0,0,1,0
2791000,2,alldenorm,1,1,0,1,0,0,1,0
2793000,2,alldenorm,1,1,0,1,0,0,1,0
2795000,2,alldenorm,1,0,0,1,0,0,1,0
2797000,2,alldenorm,1,0,0,1,0,0,1,0
2799000,2,alldenorm,1,0,0,1,0,0,1,0
2801000,2,alldenorm,1,1,0,1,0,0,1,0
2803000,2,alldenorm,1,0,0,1,0,0,1,0
2805000,2,alldenorm,1,1,0,1,0,0,1,0
2807000,2,alldenorm,1,1,0,1,0,0,1,0
2809000,2,alldenorm,1,1,0,1,0,0,1,0
2811000,2,alldenorm,1,1,0,1,0,0,1,0
2813000,2,alldenorm,1,1,0,1,0,0,1,0
2815000,2,alldenorm,1,0,0,1,0,0,1,0
2817000,2,alldenorm,1,0,0,1,0,0,1,0
2819000,2,alldenorm,1,1,0,1,0,0,1,0
2821000,2,alldenorm,1,0,0,1,0,0,1,0
2823000,2,alldenorm,1,1,0,1,0,0,1,0
2825000,2,alldenorm,1,1,0,1,0,0,1,0
2827000,2,alldenorm,1,0,0,1,0,0,1,0
2829000,2,alldenorm,1,0,0,1,0,0,1,0
2831000,2,alldenorm,1,1,0,1,0,0,1,0
2833000,2,alldenorm,1,0,0,1,0,0,1,0
2835000,2,alldenorm,1,0,0,1,0,0,1,0
2837000,2,alldenorm,1,1,0,1,0,0,1,0
2839000,2,alldenorm,1,0,0,1,0,0,1,0
2841000,2,alldenorm,1,1,0,1,0,0,1,0
2843000,2,alldenorm,1,0,0,1,0,0,1,0
2845000,2,alldenorm,1,0,0,1,0,0,1,0
2847000,2,alldenorm,1,1,0,1,0,0,1,0
2849000,2,alldenorm,1,1,0,1,0,0,1,0
2851000,2,alldenorm,1,1,0,1,0,0,1,0
2853000,2,alldenorm,1,0,0,1,0,0,1,0
2855000,2,alldenorm,1,1,0,1,0,0,1,0
2857000,2,alldenorm,1,0,0,1,0,0,1,0
2859000,2,alldenorm,1,1,0,1,0,0,1,0
2861000,2,alldenorm,1,0,0,1,0,0,1,0
2863000,2,alldenorm,1,0,0,1,0,0,1,0
2865000,2,alldenorm,1,1,0,1,0,0,1,0
2867000,2,alldenorm,1,0,0,1,0,0,1,0
2869000,2,alldenorm,1,0,0,1,0,0,1,0
2871000,2,alldenorm,1,1,0,1,0,0,1,0
2873000,2,alldenorm,1,1,0,1,0,0,1,0
2875000,2,alldenorm,1,1,0,1,0,0,1,0
2877000,2,alldenorm,1,1,0,1,0,0,1,0
2879000,2,alldenorm,1,0,0,1,0,0,1,0
2881000,2,alldenorm,1,0,0,1,0,0,1,0
2883000,2,alldenorm,1,1,0,1,0,0,1,0
2885000,2,alldenorm,1,1,0,1,0,0,1,0
2887000,2,alldenorm,1,1,0,1,0,0,1,0
2889000,2,alldenorm,1,1,0,1,0,0,1,0
2891000,2,alldenorm,1,0,0,1,0,0,1,0
2893000,2,alldenorm,1,0,0,1,0,0,1,0
2895000,2,alldenorm,1,0,0,1,0,0,1,0
2897000,2,alldenorm,1,0,0,1,0,0,1,0
2899000,2,alldenorm,1,1,0,1,0,0,1,0
2901000,2,alldenorm,1,1,0,1,0,0,1,0
2903000,2,alldenorm,1,0,0,1,0,0,1,0
2905000,2,alldenorm,1,0,0,1,0,0,1,0
2907000,2,alldenorm,1,1,0,1,0,0,1,0
2909000,2,alldenorm,1,1,0,1,0,0,1,0
2911000,2,alldenorm,1,1,0,1,0,0,1,0
2913000,2,alldenorm,1,1,0,1,0,0,1,0
2915000,2,alldenorm,1,0,0,1,0,0,1,0
2917000,2,alldenorm,1,0,0,1,0,0,1,0
2919000,2,alldenorm,1,0,0,1,0,0,1,0
2921000,2,alldenorm,1,1,0,1,0,0,1,0
2923000,2,alldenorm,1,1,0,1,0,0,1,0
2925000,2,alldenorm,1,0,0,1,0,0,1,0
2927000,2,alldenorm,1,1,0,1,0,0,1,0
2929000,2,alldenorm,1,0,0,1,0,0,1,0
2931000,2,alldenorm,1,0,0,1,0,0,1,0
2933000,2,alldenorm,1,0,0,1,0,0,1,0
2935000,2,alldenorm,1,0,0,1,0,0,1,0
2937000,2,alldenorm,1,0,0,1,0,0,1,0
2939000,2,alldenorm,1,1,0,1,0,0,1,0
2941000,2,alldenorm,1,1,0,1,0,0,1,0
2943000,2,alldenorm,1,1,0,1,0,0,1,0
2945000,2,alldenorm,1,0,0,1,0,0,1,0
2947000,2,alldenorm,1,0,0,1,0,0,1,0
2949000,2,alldenorm,1,0,0,1,0,0,1,0
2951000,2,alldenorm,1,0,0,1,0,0,1,0
2953000,2,alldenorm,1,1,0,1,0,0,1,0
2955000,2,alldenorm,1,0,0,1,0,0,1,0
2957000,2,alldenorm,1,0,0,1,0,0,1,0
2959000,2,alldenorm,1,0,0,1,0,0,1,0
2961000,2,alldenorm,1,0,0,1,0,0,1,0
2963000,2,alldenorm,1,0,0,1,0,0,1,0
2965000,2,alldenorm,1,0,0,1,0,0,1,0
2967000,2,alldenorm,1,0,0,1,0,0,1,0
2969000,2,alldenorm,1,1,0,1,0,0,1,0
2971000,2,alldenorm,1,1,0,1,0,0,1,0
2973000,2,alldenorm,1,0,0,1,0,0,1,0
2975000,2,alldenorm,1,1,0,1,0,0,1,0
2977000,2,alldenorm,1,1,0,1,0,0,1,0
2979000,2,alldenorm,1,0,0,1,0,0,1,0
2981000,2,alldenorm,1,0,0,1,0,0,1,0
2983000,2,alldenorm,1,0,0,1,0,0,1,0
2985000,2,alldenorm,1,1,0,1,0,0,1,0
2987000,2,alldenorm,1,1,0,1,0,0,1,0
2989000,2,alldenorm,1,0,0,1,0,0,1,0
2991000,2,alldenorm,1,1,0,1,0,0,1,0
2993000,2,alldenorm,1,0,0,1,0,0,1,0
2995000,2,alldenorm,1,1,0,1,0,0,1,0
2997000,2,alldenorm,1,1,0,1,0,0,1,0
2999000,2,alldenorm,1,1,0,1,0,0,1,0
3001000,2,alldenorm,1,1,0,1,0,0,1,0
3003000,2,alldenorm,1,1,0,1,0,0,1,0
3005000,2,alldenorm,1,1,0,1,0,0,1,0
3007000,2,alldenorm,1,1,0,1,0,0,1,0
3009000,2,alldenorm,1,0,0,1,0,0,1,0
3011000,2,alldenorm,1,0,0,1,0,0,1,0
3013000,2,alldenorm,1,1,0,1,0,0,1,0
3015000,2,alldenorm,1,1,0,1,0,0,1,0
3017000,2,alldenorm,1,1,0,1,0,0,1,0
3019000,2,alldenorm,1,1,0,1,0,0,1,0
3021000,2,alldenorm,1,1,0,1,0,0,1,0
3023000,2,alldenorm,1,1,0,1,0,0,1,0
3025000,2,alldenorm,1,0,0,1,0,0,1,0
3027000,2,alldenorm,1,0,0,1,0,0,1,0
3029000,2,alldenorm,1,1,0,1,0,0,1,0
3031000,2,alldenorm,1,0,0,1,0,0,1,0
3033000,2,alldenorm,1,1,0,1,0,0,1,0
3035000,2,alldenorm,1,0,0,1,0,0,1,0
3037000,2,alldenorm,1,0,0,1,0,0,1,0
3039000,2,alldenorm,1,0,0,1,0,0,1,0
3041000,2,alldenorm,1,0,0,1,0,0,1,0
3043000,2,alldenorm,1,1,0,1,0,0,1,0
3045000,2,alldenorm,1,0,0,1,0,0,1,0
3047000,2,alldenorm,1,0,0,1,0,0,1,0
3049000,2,alldenorm,1,1,0,1,0,0,1,0
3051000,2,alldenorm,1,1,0,1,0,0,1,0
3053000,2,alldenorm,1,0,0,1,0,0,1,0
3055000,2,alldenorm,1,1,0,1,0,0,1,0
3057000,2,alldenorm,1,1,0,1,0,0,1,0
3059000,2,alldenorm,1,1,0,1,0,0,1,0
3061000,2,alldenorm,1,0,0,1,0,0,1,0
3063000,2,alldenorm,1,0,0,1,0,0,1,0
3065000,2,alldenorm,1,0,0,1,0,0,1,0
3067000,2,alldenorm,1,0,0,1,0,0,1,0
3069000,2,alldenorm,1,1,0,1,0,0,1,0
3071000,2,alldenorm,1,1,0,1,0,0,1,0
3073000,2,alldenorm,1,0,0,1,0,0,1,0
3075000,2,alldenorm,1,0,0,1,0,0,1,0
3077000,2,alldenorm,1,1,0,1,0,0,1,0
3079000,2,alldenorm,1,1,0,1,0,0,1,0
3081000,2,alldenorm,1,1,0,1,0,0,1,0
3083000,2,alldenorm,1,0,0,1,0,0,1,0
3085000,2,alldenorm,1,0,0,1,0,0,1,0
3087000,2,alldenorm,1,1,0,1,0,0,1,0
3089000,2,alldenorm,1,1,0,1,0,0,1,0
3091000,2,alldenorm,1,0,0,1,0,0,1,0
3093000,2,alldenorm,1,0,0,1,0,0,1,0
3095000,2,alldenorm,1,0,0,1,0,0,1,0
3097000,2,alldenorm,1,1,0,1,0,0,1,0
3099000,2,alldenorm,1,0,0,1,0,0,1,0
3101000,2,alldenorm,1,0,0,1,0,0,1,0
3103000,2,alldenorm,1,0,0,1,0,0,1,0
3105000,2,alldenorm,1,1,0,1,0,0,1,0
3107000,2,alldenorm,1,0,0,1,0,0,1,0
3109000,2,alldenorm,1,1,0,1,0,0,1,0
3111000,2,alldenorm,1,0,0,1,0,0,1,0
3113000,2,alldenorm,1,1,0,1,0,0,1,0
3115000,2,alldenorm,1,0,0,1,0,0,1,0
3117000,2,alldenorm,1,1,0,1,0,0,1,0
3119000,2,alldenorm,1,0,0,1,0,0,1,0
3121000,2,alldenorm,1,1,0,1,0,0,1,0
3123000,2,alldenorm,1,1,0,1,0,0,1,0
3125000,2,alldenorm,1,1,0,1,0,0,1,0
3127000,2,alldenorm,1,0,0,1,0,0,1,0
3129000,2,alldenorm,1,0,0,1,0,0,1,0
3131000,2,alldenorm,1,0,0,1,0,0,1,0
3133000,2,alldenorm,1,1,0,1,0,0,1,0
3135000,2,alldenorm,1,0,0,1,0,0,1,0
3137000,2,alldenorm,1,0,0,1,0,0,1,0
3139000,2,alldenorm,1,1,0,1,0,0,1,0
3141000,2,alldenorm,1,0,0,1,0,0,1,0
3143000,2,alldenorm,1,0,0,1,0,0,1,0
3145000,2,alldenorm,1,1,0,1,0,0,1,0
3147000,2,alldenorm,1,1,0,1,0,0,1,0
3149000,2,alldenorm,1,1,0,1,0,0,1,0
3151000,2,alldenorm,1,0,0,1,0,0,1,0
3153000,2,alldenorm,1,0,0,1,0,0,1,0
3155000,2,alldenorm,1,0,0,1,0,0,1,0
3157000,2,alldenorm,1,1,0,1,0,0,1,0
3159000,2,alldenorm,1,1,0,1,0,0,1,0
3161000,2,alldenorm,1,0,0,1,0,0,1,0
3163000,2,alldenorm,1,1,0,1,0,0,1,0
3165000,2,alldenorm,1,0,0,1,0,0,1,0
3167000,2,alldenorm,1,1,0,1,0,0,1,0
3169000,2,alldenorm,1,0,0,1,0,0,1,0
3171000,2,alldenorm,1,0,0,1,0,0,1,0
3173000,2,alldenorm,1,0,0,1,0,0,1,0
3175000,2,alldenorm,1,0,0,1,0,0,1,0
3177000,2,alldenorm,1,0,0,1,0,0,1,0
3179000,2,alldenorm,1,0,0,1,0,0,1,0
3181000,2,alldenorm,1,1,0,1,0,0,1,0
3183000,2,alldenorm,1,1,0,1,0,0,1,0
3185000,2,alldenorm,1,0,0,1,0,0,1,0
3187000,2,alldenorm,1,0,0,1,0,0,1,0
3189000,2,alldenorm,1,0,0,1,0,0,1,0
3191000,2,alldenorm,1,0,0,1,0,0,1,0
3193000,2,alldenorm,1,0,0,1,0,0,1,0
3195000,2,alldenorm,1,0,0,1,0,0,1,0
3197000,2,alldenorm,1,1,0,1,0,0,1,0
3199000,2,alldenorm,1,1,0,1,0,0,1,0
3201000,2,alldenorm,1,0,0,1,0,0,1,0
3203000,2,alldenorm,1,0,0,1,0,0,1,0
3205000,2,alldenorm,1,1,0,1,0,0,1,0
3207000,2,alldenorm,1,1,0,1,0,0,1,0
3209000,2,alldenorm,1,0,0,1,0,0,1,0
3211000,2,alldenorm,1,1,0,1,0,0,1,0
3213000,2,alldenorm,1,0,0,1,0,0,1,0
3215000,2,alldenorm,1,1,0,1,0,0,1,0
3217000,2,alldenorm,1,1,0,1,0,0,1,0
3219000,2,alldenorm,1,1,0,1,0,0,1,0
3221000,2,alldenorm,1,1,0,1,0,0,1,0
3223000,2,alldenorm,1,0,0,1,0,0,1,0
3225000,2,alldenorm,1,0,0,1,0,0,1,0
3227000,2,alldenorm,1,0,0,1,0,0,1,0
3229000,2,alldenorm,1,1,0,1,0,0,1,0
3231000,2,alldenorm,1,1,0,1,0,0,1,0
3233000,2,alldenorm,1,1,0,1,0,0,1,0
3235000,2,alldenorm,1,1,0,1,0,0,1,0
3237000,2,alldenorm,1,0,0,1,0,0,1,0
3239000,2,alldenorm,1,0,0,1,0,0,1,0
3241000,2,alldenorm,1,1,0,1,0,0,1,0
3243000,2,alldenorm,1,0,0,1,0,0,1,0
3245000,2,alldenorm,1,0,0,1,0,0,1,0
3247000,2,alldenorm,1,0,0,1,0,0,1,0
3249000,2,alldenorm,1,1,0,1,0,0,1,0
3251000,2,alldenorm,1,0,0,1,0,0,1,0
3253000,2,alldenorm,1,0,0,1,0,0,1,0
3255000,2,alldenorm,1,0,0,1,0,0,1,0
3257000,2,alldenorm,1,0,0,1,0,0,1,0
3259000,2,alldenorm,1,1,0,1,0,0,1,0
3261000,2,alldenorm,1,0,0,1,0,0,1,0
3263000,2,alldenorm,1,1,0,1,0,0,1,0
3265000,2,alldenorm,1,1,0,1,0,0,1,0
3267000,2,alldenorm,1,0,0,1,0,0,1,0
3269000,2,alldenorm,1,0,0,1,0,0,1,0
3271000,2,alldenorm,1,0,0,1,0,0,1,0
3273000,2,alldenorm,1,1,0,1,0,0,1,0
3275000,2,alldenorm,1,0,0,1,0,0,1,0
3277000,2,alldenorm,1,1,0,1,0,0,1,0
3279000,2,alldenorm,1,0,0,1,0,0,1,0
3281000,2,alldenorm,1,1,0,1,0,0,1,0
3283000,2,alldenorm,1,1,0,1,0,0,1,0
3285000,2,alldenorm,1,0,0,1,0,0,1,0
3287000,2,alldenorm,1,0,0,1,0,0,1,0
3289000,2,alldenorm,1,1,0,1,0,0,1,0
3291000,2,alldenorm,1,1,0,1,0,0,1,0
3293000,2,alldenorm,1,1,0,1,0,0,1,0
3295000,2,alldenorm,1,0,0,1,0,0,1,0
3297000,2,alldenorm,1,0,0,1,0,0,1,0
3299000,2,alldenorm,1,0,0,1,0,0,1,0
3301000,2,alldenorm,1,0,0,1,0,0,1,0
3303000,2,alldenorm,1,1,0,1,0,0,1,0
3305000,2,alldenorm,1,0,0,1,0,0,1,0
3307000,2,alldenorm,1,0,0,1,0,0,1,0
3309000,2,alldenorm,1,0,0,1,0,0,1,0
3311000,2,alldenorm,1,0,0,1,0,0,1,0
3313000,2,alldenorm,1,0,0,1,0,0,1,0
3315000,2,alldenorm,1,1,0,1,0,0,1,0
3317000,2,alldenorm,1,0,0,1,0,0,1,0
3319000,2,alldenorm,1,0,0,1,0,0,1,0
3321000,2,alldenorm,1,0,0,1,0,0,1,0
3323000,2,alldenorm,1,0,0,1,0,0,1,0
3325000,2,alldenorm,1,0,0,1,0,0,1,0
3327000,2,alldenorm,1,0,0,1,0,0,1,0
3329000,2,alldenorm,1,1,0,1,0,0,1,0
3331000,2,alldenorm,1,0,0,1,0,0,1,0
3333000,2,alldenorm,1,1,0,1,0,0,1,0
3335000,2,alldenorm,1,0,0,1,0,0,1,0
3337000,2,alldenorm,1,0,0,1,0,0,1,0
3339000,2,alldenorm,1,1,0,1,0,0,1,0
3341000,2,alldenorm,1,1,0,1,0,0,1,0
3343000,2,alldenorm,1,0,0,1,0,0,1,0
3345000,2,alldenorm,1,1,0,1,0,0,1,0
3347000,2,alldenorm,1,1,0,1,0,0,1,0
3349000,2,alldenorm,1,1,0,1,0,0,1,0
3351000,2,alldenorm,1,0,0,1,0,0,1,0
3353000,2,alldenorm,1,1,0,1,0,0,1,0
3355000,2,alldenorm,1,1,0,1,0,0,1,0
3357000,2,alldenorm,1,0,0,1,0,0,1,0
3359000,2,alldenorm,1,0,0,1,0,0,1,0
3361000,2,alldenorm,1,1,0,1,0,0,1,0
3363000,2,alldenorm,1,1,0,1,0,0,1,0
3365000,2,alldenorm,1,0,0,1,0,0,1,0
3367000,2,alldenorm,1,1,0,1,0,0,1,0
3369000,2,alldenorm,1,0,0,1,0,0,1,0
3371000,2,alldenorm,1,0,0,1,0,0,1,0
3373000,2,alldenorm,1,0,0,1,0,0,1,0
3375000,2,alldenorm,1,1,0,1,0,0,1,0
3377000,2,alldenorm,1,1,0,1,0,0,1,0
3379000,2,alldenorm,1,0,0,1,0,0,1,0
3381000,2,alldenorm,1,1,0,1,0,0,1,0
3383000,2,alldenorm,1,0,0,1,0,0,1,0
3385000,2,alldenorm,1,0,0,1,0,0,1,0
3387000,2,alldenorm,1,1,0,1,0,0,1,0
3389000,2,alldenorm,1,0,0,1,0,0,1,0
3391000,2,alldenorm,1,0,0,1,0,0,1,0
3393000,2,alldenorm,1,1,0,1,0,0,1,0
3395000,2,alldenorm,1,1,0,1,0,0,1,0
3397000,2,alldenorm,1,1,0,1,0,0,1,0
3399000,2,alldenorm,1,1,0,1,0,0,1,0
3401000,2,alldenorm,1,0,0,1,0,0,1,0
3403000,2,alldenorm,1,0,0,1,0,0,1,0
3405000,2,alldenorm,1,1,0,1,0,0,1,0
3407000,2,alldenorm,1,0,0,1,0,0,1,0
3409000,2,alldenorm,1,0,0,1,0,0,1,0
3411000,2,alldenorm,1,1,0,1,0,0,1,0
3413000,2,alldenorm,1,0,0,1,0,0,1,0
3415000,2,alldenorm,1,0,0,1,0,0,1,0
3417000,2,alldenorm,1,1,0,1,0,0,1,0
3419000,2,alldenorm,1,1,0,1,0,0,1,0
3421000,2,alldenorm,1,1,0,1,0,0,1,0
3423000,2,alldenorm,1,1,0,1,0,0,1,0
3425000,2,alldenorm,1,0,0,1,0,0,1,0
3427000,2,alldenorm,1,0,0,1,0,0,1,0
3429000,2,alldenorm,1,1,0,1,0,0,1,0
3431000,2,alldenorm,1,1,0,1,0,0,1,0
3433000,2,alldenorm,1,1,0,1,0,0,1,0
3435000,2,alldenorm,1,1,0,1,0,0,1,0
3437000,2,alldenorm,1,0,0,1,0,0,1,0
3439000,2,alldenorm,1,1,0,1,0,0,1,0
3441000,2,alldenorm,1,0,0,1,0,0,1,0
3443000,2,alldenorm,1,1,0,1,0,0,1,0
3445000,2,alldenorm,1,0,0,1,0,0,1,0
3447000,2,alldenorm,1,0,0,1,0,0,1,0
3449000,2,alldenorm,1,1,0,1,0,0,1,0
3451000,2,alldenorm,1,0,0,1,0,0,1,0
3453000,2,alldenorm,1,0,0,1,0,0,1,0
3455000,2,alldenorm,1,1,0,1,0,0,1,0
3457000,2,alldenorm,1,0,0,1,0,0,1,0
3459000,2,alldenorm,1,0,0,1,0,0,1,0
3461000,2,alldenorm,1,1,0,1,0,0,1,0
3463000,2,alldenorm,1,0,0,1,0,0,1,0
3465000,2,alldenorm,1,0,0,1,0,0,1,0
3467000,2,alldenorm,1,1,0,1,0,0,1,0
3469000,2,alldenorm,1,1,0,1,0,0,1,0
3471000,2,alldenorm,1,0,0,1,0,0,1,0
3473000,2,alldenorm,1,0,0,1,0,0,1,0
3475000,2,alldenorm,1,1,0,1,0,0,1,0
3477000,2,alldenorm,1,1,0,1,0,0,1,0
3479000,2,alldenorm,1,0,0,1,0,0,1,0
3481000,2,alldenorm,1,0,0,1,0,0,1,0
3483000,2,alldenorm,1,1,0,1,0,0,1,0
3485000,2,alldenorm,1,0,0,1,0,0,1,0
3487000,2,alldenorm,1,0,0,1,0,0,1,0
3489000,2,alldenorm,1,1,0,1,0,0,1,0
3491000,2,alldenorm,1,0,0,1,0,0,1,0
3493000,2,alldenorm,1,1,0,1,0,0,1,0
3495000,2,alldenorm,1,0,0,1,0,0,1,0
3497000,2,alldenorm,1,0,0,1,0,0,1,0
3499000,2,alldenorm,1,1,0,1,0,0,1,0
3501000,2,alldenorm,1,0,0,1,0,0,1,0
3503000,2,alldenorm,1,1,0,1,0,0,1,0
3505000,2,alldenorm,1,1,0,1,0,0,1,0
3507000,2,alldenorm,1,1,0,1,0,0,1,0
3509000,2,alldenorm,1,1,0,1,0,0,1,0
